area_id,greater_area_id,area_name,notes
tfl_zone_j1,tfl_zone_not_89,,
tfl_zone_b12,tfl_zone_not_89,,
tfl_zone_j2,tfl_zone_not_89,,
tfl_zone_b23,tfl_zone_not_89,,
tfl_zone_j3,tfl_zone_not_89,,
tfl_zone_b34,tfl_zone_not_89,,
tfl_zone_j4,tfl_zone_not_89,,
tfl_zone_b45,tfl_zone_not_89,,
tfl_zone_j5,tfl_zone_not_89,,
tfl_zone_b56,tfl_zone_not_89,,
tfl_zone_j6,tfl_zone_not_89,,
tfl_zone_b67,tfl_zone_not_89,,
tfl_zone_j7,tfl_zone_not_89,,
tfl_zone_j4,tfl_zone_not_123,,
tfl_zone_b45,tfl_zone_not_123,,
tfl_zone_j5,tfl_zone_not_123,,
tfl_zone_b56,tfl_zone_not_123,,
tfl_zone_j6,tfl_zone_not_123,,
tfl_zone_b67,tfl_zone_not_123,,
tfl_zone_j7,tfl_zone_not_123,,
tfl_zone_b78,tfl_zone_not_123,,
tfl_zone_j8,tfl_zone_not_123,,
tfl_zone_b89,tfl_zone_not_123,,
tfl_zone_j9,tfl_zone_not_123,,
tfl_zone_j1,tfl_zone_not_234,,
tfl_zone_j5,tfl_zone_not_234,,
tfl_zone_b56,tfl_zone_not_234,,
tfl_zone_j6,tfl_zone_not_234,,
tfl_zone_b67,tfl_zone_not_234,,
tfl_zone_j7,tfl_zone_not_234,,
tfl_zone_b78,tfl_zone_not_234,,
tfl_zone_j8,tfl_zone_not_234,,
tfl_zone_b89,tfl_zone_not_234,,
tfl_zone_j9,tfl_zone_not_234,,
tfl_zone_j1,tfl_zone_not_345,,
tfl_zone_b12,tfl_zone_not_345,,
tfl_zone_j2,tfl_zone_not_345,,
tfl_zone_j6,tfl_zone_not_345,,
tfl_zone_b67,tfl_zone_not_345,,
tfl_zone_j7,tfl_zone_not_345,,
tfl_zone_b78,tfl_zone_not_345,,
tfl_zone_j8,tfl_zone_not_345,,
tfl_zone_b89,tfl_zone_not_345,,
tfl_zone_j9,tfl_zone_not_345,,
tfl_zone_j1,tfl_zone_not_456,,
tfl_zone_b12,tfl_zone_not_456,,
tfl_zone_j2,tfl_zone_not_456,,
tfl_zone_b23,tfl_zone_not_456,,
tfl_zone_j3,tfl_zone_not_456,,
tfl_zone_j7,tfl_zone_not_456,,
tfl_zone_b78,tfl_zone_not_456,,
tfl_zone_j8,tfl_zone_not_456,,
tfl_zone_b89,tfl_zone_not_456,,
tfl_zone_j9,tfl_zone_not_456,,
tfl_zone_j1,tfl_zone_not_567,,
tfl_zone_b12,tfl_zone_not_567,,
tfl_zone_j2,tfl_zone_not_567,,
tfl_zone_b23,tfl_zone_not_567,,
tfl_zone_j3,tfl_zone_not_567,,
tfl_zone_b34,tfl_zone_not_567,,
tfl_zone_j4,tfl_zone_not_567,,
tfl_zone_j8,tfl_zone_not_567,,
tfl_zone_b89,tfl_zone_not_567,,
tfl_zone_j9,tfl_zone_not_567,,
tfl_zone_j1,tfl_zone_not_678,,
tfl_zone_b12,tfl_zone_not_678,,
tfl_zone_j2,tfl_zone_not_678,,
tfl_zone_b23,tfl_zone_not_678,,
tfl_zone_j3,tfl_zone_not_678,,
tfl_zone_b34,tfl_zone_not_678,,
tfl_zone_j4,tfl_zone_not_678,,
tfl_zone_b45,tfl_zone_not_678,,
tfl_zone_j5,tfl_zone_not_678,,
tfl_zone_j9,tfl_zone_not_678,,
tfl_zone_j1,tfl_zone_not_789,,
tfl_zone_b12,tfl_zone_not_789,,
tfl_zone_j2,tfl_zone_not_789,,
tfl_zone_b23,tfl_zone_not_789,,
tfl_zone_j3,tfl_zone_not_789,,
tfl_zone_b34,tfl_zone_not_789,,
tfl_zone_j4,tfl_zone_not_789,,
tfl_zone_b45,tfl_zone_not_789,,
tfl_zone_j5,tfl_zone_not_789,,
tfl_zone_b56,tfl_zone_not_789,,
tfl_zone_j6,tfl_zone_not_789,,
tfl_zone_j5,tfl_zone_not_1234,,
tfl_zone_b56,tfl_zone_not_1234,,
tfl_zone_j6,tfl_zone_not_1234,,
tfl_zone_b67,tfl_zone_not_1234,,
tfl_zone_j7,tfl_zone_not_1234,,
tfl_zone_b78,tfl_zone_not_1234,,
tfl_zone_j8,tfl_zone_not_1234,,
tfl_zone_b89,tfl_zone_not_1234,,
tfl_zone_j9,tfl_zone_not_1234,,
tfl_zone_j1,tfl_zone_not_2345,,
tfl_zone_j6,tfl_zone_not_2345,,
tfl_zone_b67,tfl_zone_not_2345,,
tfl_zone_j7,tfl_zone_not_2345,,
tfl_zone_b78,tfl_zone_not_2345,,
tfl_zone_j8,tfl_zone_not_2345,,
tfl_zone_b89,tfl_zone_not_2345,,
tfl_zone_j9,tfl_zone_not_2345,,
tfl_zone_j1,tfl_zone_not_3456,,
tfl_zone_b12,tfl_zone_not_3456,,
tfl_zone_j2,tfl_zone_not_3456,,
tfl_zone_j7,tfl_zone_not_3456,,
tfl_zone_b78,tfl_zone_not_3456,,
tfl_zone_j8,tfl_zone_not_3456,,
tfl_zone_b89,tfl_zone_not_3456,,
tfl_zone_j9,tfl_zone_not_3456,,
tfl_zone_j1,tfl_zone_not_4567,,
tfl_zone_b12,tfl_zone_not_4567,,
tfl_zone_j2,tfl_zone_not_4567,,
tfl_zone_b23,tfl_zone_not_4567,,
tfl_zone_j3,tfl_zone_not_4567,,
tfl_zone_j8,tfl_zone_not_4567,,
tfl_zone_b89,tfl_zone_not_4567,,
tfl_zone_j9,tfl_zone_not_4567,,
tfl_zone_j1,tfl_zone_not_5678,,
tfl_zone_b12,tfl_zone_not_5678,,
tfl_zone_j2,tfl_zone_not_5678,,
tfl_zone_b23,tfl_zone_not_5678,,
tfl_zone_j3,tfl_zone_not_5678,,
tfl_zone_b34,tfl_zone_not_5678,,
tfl_zone_j4,tfl_zone_not_5678,,
tfl_zone_j9,tfl_zone_not_5678,,
tfl_zone_j1,tfl_zone_not_6789,,
tfl_zone_b12,tfl_zone_not_6789,,
tfl_zone_j2,tfl_zone_not_6789,,
tfl_zone_b23,tfl_zone_not_6789,,
tfl_zone_j3,tfl_zone_not_6789,,
tfl_zone_b34,tfl_zone_not_6789,,
tfl_zone_j4,tfl_zone_not_6789,,
tfl_zone_b45,tfl_zone_not_6789,,
tfl_zone_j5,tfl_zone_not_6789,,
tfl_zone_j6,tfl_zone_not_12345,,
tfl_zone_b67,tfl_zone_not_12345,,
tfl_zone_j7,tfl_zone_not_12345,,
tfl_zone_b78,tfl_zone_not_12345,,
tfl_zone_j8,tfl_zone_not_12345,,
tfl_zone_b89,tfl_zone_not_12345,,
tfl_zone_j9,tfl_zone_not_12345,,
tfl_zone_j1,tfl_zone_not_23456,,
tfl_zone_j7,tfl_zone_not_23456,,
tfl_zone_b78,tfl_zone_not_23456,,
tfl_zone_j8,tfl_zone_not_23456,,
tfl_zone_b89,tfl_zone_not_23456,,
tfl_zone_j9,tfl_zone_not_23456,,
tfl_zone_j1,tfl_zone_not_34567,,
tfl_zone_b12,tfl_zone_not_34567,,
tfl_zone_j2,tfl_zone_not_34567,,
tfl_zone_j8,tfl_zone_not_34567,,
tfl_zone_b89,tfl_zone_not_34567,,
tfl_zone_j9,tfl_zone_not_34567,,
tfl_zone_j1,tfl_zone_not_45678,,
tfl_zone_b12,tfl_zone_not_45678,,
tfl_zone_j2,tfl_zone_not_45678,,
tfl_zone_b23,tfl_zone_not_45678,,
tfl_zone_j3,tfl_zone_not_45678,,
tfl_zone_j9,tfl_zone_not_45678,,
tfl_zone_j1,tfl_zone_not_56789,,
tfl_zone_b12,tfl_zone_not_56789,,
tfl_zone_j2,tfl_zone_not_56789,,
tfl_zone_b23,tfl_zone_not_56789,,
tfl_zone_j3,tfl_zone_not_56789,,
tfl_zone_b34,tfl_zone_not_56789,,
tfl_zone_j4,tfl_zone_not_56789,,
tfl_zone_j7,tfl_zone_not_123456,,
tfl_zone_b78,tfl_zone_not_123456,,
tfl_zone_j8,tfl_zone_not_123456,,
tfl_zone_b89,tfl_zone_not_123456,,
tfl_zone_j9,tfl_zone_not_123456,,
tfl_zone_j1,tfl_zone_not_234567,,
tfl_zone_j8,tfl_zone_not_234567,,
tfl_zone_b89,tfl_zone_not_234567,,
tfl_zone_j9,tfl_zone_not_234567,,
tfl_zone_j1,tfl_zone_not_345678,,
tfl_zone_b12,tfl_zone_not_345678,,
tfl_zone_j2,tfl_zone_not_345678,,
tfl_zone_j9,tfl_zone_not_345678,,
tfl_zone_j1,tfl_zone_not_456789,,
tfl_zone_b12,tfl_zone_not_456789,,
tfl_zone_j2,tfl_zone_not_456789,,
tfl_zone_b23,tfl_zone_not_456789,,
tfl_zone_j3,tfl_zone_not_456789,,
tfl_zone_j8,tfl_zone_not_1234567,,
tfl_zone_b89,tfl_zone_not_1234567,,
tfl_zone_j9,tfl_zone_not_1234567,,
tfl_zone_j1,tfl_zone_not_2345678,,
tfl_zone_j9,tfl_zone_not_2345678,,
tfl_zone_j1,tfl_zone_not_3456789,,
tfl_zone_b12,tfl_zone_not_3456789,,
tfl_zone_j2,tfl_zone_not_3456789,,
tfl_zone_j9,tfl_zone_not_12345678,,
tfl_zone_j1,tfl_zone_not_23456789,,
stop_940GZZDLABR,tfl_zone_b23,,
stop_940GZZDLALL,tfl_zone_j2,,
stop_940GZZDLBEC,tfl_zone_j3,,
stop_940GZZDLBLA,tfl_zone_j2,,
stop_940GZZDLBOW,tfl_zone_j2,,
stop_940GZZDLBPK,tfl_zone_j3,,
stop_940GZZDLCAN,tfl_zone_j2,,
stop_940GZZDLCLA,tfl_zone_j2,,
stop_940GZZDLCUS,tfl_zone_j3,,
stop_940GZZDLCUT,tfl_zone_b23,,
stop_940GZZDLCYP,tfl_zone_j3,,
stop_940GZZDLDEP,tfl_zone_b23,,
stop_940GZZDLDEV,tfl_zone_j2,,
stop_940GZZDLEIN,tfl_zone_b23,,
stop_940GZZDLELV,tfl_zone_b23,,
stop_940GZZDLGAL,tfl_zone_j3,,
stop_940GZZDLGRE,tfl_zone_b23,,
stop_940GZZDLHEQ,tfl_zone_j2,,
stop_940GZZDLISL,tfl_zone_j2,,
stop_940GZZDLKGV,tfl_zone_j3,,
stop_940GZZDLLCA,tfl_zone_j3,,
stop_940GZZDLLDP,tfl_zone_j2,,
stop_940GZZDLLEW,tfl_zone_b23,,
stop_940GZZDLLIM,tfl_zone_j2,,
stop_940GZZDLMUD,tfl_zone_j2,,
stop_940GZZDLPDK,tfl_zone_j3,,
stop_940GZZDLPOP,tfl_zone_j2,,
stop_940GZZDLPRE,tfl_zone_j3,,
stop_940GZZDLPUD,tfl_zone_b23,,
stop_940GZZDLRAL,tfl_zone_j3,,
stop_940GZZDLRVC,tfl_zone_j3,,
stop_940GZZDLSHA,tfl_zone_j2,,
stop_940GZZDLSHS,tfl_zone_b23,,
stop_940GZZDLSIT,tfl_zone_b23,,
stop_940GZZDLSOQ,tfl_zone_j2,,
stop_940GZZDLSTL,tfl_zone_b23,,
stop_940GZZDLTWG,tfl_zone_j1,,
stop_940GZZDLWFE,tfl_zone_j2,,
stop_940GZZDLWIQ,tfl_zone_j2,,
stop_940GZZDLWLA,tfl_zone_j4,,
stop_940GZZDLWSV,tfl_zone_j3,,
stop_940GZZLUACT,tfl_zone_j3,,
stop_940GZZLUACY,tfl_zone_b23,,
stop_940GZZLUADE,tfl_zone_j1,,
stop_940GZZLUAGL,tfl_zone_j1,,
stop_940GZZLUALD,tfl_zone_j1,,
stop_940GZZLUALP,tfl_zone_j4,,
stop_940GZZLUAMS,tfl_zone_j9,,
stop_940GZZLUASG,tfl_zone_j4,,
stop_940GZZLUASL,tfl_zone_j2,,
stop_940GZZLUBBB,tfl_zone_b23,,
stop_940GZZLUBBN,tfl_zone_j1,,
stop_940GZZLUBDS,tfl_zone_b34,,
stop_940GZZLUBEC,tfl_zone_j5,,
stop_940GZZLUBKE,tfl_zone_j4,,
stop_940GZZLUBKF,tfl_zone_j1,,
stop_940GZZLUBKG,tfl_zone_j4,,
stop_940GZZLUBKH,tfl_zone_j5,,
stop_940GZZLUBLG,tfl_zone_j2,,
stop_940GZZLUBLM,tfl_zone_j3,,
stop_940GZZLUBLR,tfl_zone_j3,,
stop_940GZZLUBMY,tfl_zone_j2,,
stop_940GZZLUBND,tfl_zone_j1,,
stop_940GZZLUBNK,tfl_zone_j1,,
stop_940GZZLUBOR,tfl_zone_j1,,
stop_940GZZLUBOS,tfl_zone_j4,,
stop_940GZZLUBSC,tfl_zone_j2,,
stop_940GZZLUBST,tfl_zone_j1,,
stop_940GZZLUBTK,tfl_zone_j4,,
stop_940GZZLUBTX,tfl_zone_j3,,
stop_940GZZLUBWR,tfl_zone_j2,,
stop_940GZZLUBWT,tfl_zone_j1,,
stop_940GZZLUBXN,tfl_zone_j2,,
stop_940GZZLUBZP,tfl_zone_j2,,
stop_940GZZLUCAL,tfl_zone_j8,,
stop_940GZZLUCAR,tfl_zone_j2,,
stop_940GZZLUCFM,tfl_zone_j2,,
stop_940GZZLUCGN,tfl_zone_j1,,
stop_940GZZLUCGT,tfl_zone_b23,,
stop_940GZZLUCHL,tfl_zone_j1,,
stop_940GZZLUCHX,tfl_zone_j1,,
stop_940GZZLUCKS,tfl_zone_j5,,
stop_940GZZLUCND,tfl_zone_j4,,
stop_940GZZLUCPC,tfl_zone_j2,,
stop_940GZZLUCPK,tfl_zone_j5,,
stop_940GZZLUCPN,tfl_zone_j2,,
stop_940GZZLUCPS,tfl_zone_b23,,
stop_940GZZLUCSD,tfl_zone_j3,,
stop_940GZZLUCSM,tfl_zone_j9,,
stop_940GZZLUCST,tfl_zone_j1,,
stop_940GZZLUCTN,tfl_zone_j2,,
stop_940GZZLUCWL,tfl_zone_j4,,
stop_940GZZLUCWP,tfl_zone_j3,,
stop_940GZZLUCWR,tfl_zone_j2,,
stop_940GZZLUCXY,tfl_zone_j7,,
stop_940GZZLUCYD,tfl_zone_j7,,
stop_940GZZLUCYF,tfl_zone_j2,,
stop_940GZZLUDBN,tfl_zone_j6,,
stop_940GZZLUDGE,tfl_zone_j5,,
stop_940GZZLUDGY,tfl_zone_j5,,
stop_940GZZLUDOH,tfl_zone_j3,,
stop_940GZZLUEAC,tfl_zone_b12,,
stop_940GZZLUEAE,tfl_zone_j5,,
stop_940GZZLUEAN,tfl_zone_j2,,
stop_940GZZLUEBY,tfl_zone_j3,,
stop_940GZZLUECM,tfl_zone_j3,,
stop_940GZZLUECT,tfl_zone_b12,,
stop_940GZZLUEFY,tfl_zone_j3,,
stop_940GZZLUEGW,tfl_zone_j5,,
stop_940GZZLUEHM,tfl_zone_b34,,
stop_940GZZLUEMB,tfl_zone_j1,,
stop_940GZZLUEPG,tfl_zone_j6,,
stop_940GZZLUEPK,tfl_zone_j6,,
stop_940GZZLUEPY,tfl_zone_b23,,
stop_940GZZLUERB,tfl_zone_j1,,
stop_940GZZLUERC,tfl_zone_j1,,
stop_940GZZLUESQ,tfl_zone_j1,,
stop_940GZZLUEUS,tfl_zone_j1,,
stop_940GZZLUFBY,tfl_zone_j2,,
stop_940GZZLUFCN,tfl_zone_j1,,
stop_940GZZLUFLP,tfl_zone_j4,,
stop_940GZZLUFPK,tfl_zone_j2,,
stop_940GZZLUFYC,tfl_zone_j4,,
stop_940GZZLUFYR,tfl_zone_j2,,
stop_940GZZLUGBY,tfl_zone_j3,,
stop_940GZZLUGDG,tfl_zone_j1,,
stop_940GZZLUGFD,tfl_zone_j4,,
stop_940GZZLUGGH,tfl_zone_j4,,
stop_940GZZLUGGN,tfl_zone_j3,,
stop_940GZZLUGHK,tfl_zone_j2,,
stop_940GZZLUGPK,tfl_zone_j1,,
stop_940GZZLUGPS,tfl_zone_j1,,
stop_940GZZLUGTH,tfl_zone_j4,,
stop_940GZZLUGTR,tfl_zone_j1,,
stop_940GZZLUHAI,tfl_zone_j2,,
stop_940GZZLUHAW,tfl_zone_j5,,
stop_940GZZLUHBN,tfl_zone_j1,,
stop_940GZZLUHBT,tfl_zone_j5,,
stop_940GZZLUHCH,tfl_zone_j6,,
stop_940GZZLUHCL,tfl_zone_b34,,
stop_940GZZLUHGD,tfl_zone_j6,,
stop_940GZZLUHGR,tfl_zone_j3,,
stop_940GZZLUHGT,tfl_zone_j3,,
stop_940GZZLUHLT,tfl_zone_j4,,
stop_940GZZLUHNX,tfl_zone_b56,,
stop_940GZZLUHOH,tfl_zone_j5,,
stop_940GZZLUHPC,tfl_zone_j1,,
stop_940GZZLUHPK,tfl_zone_j2,,
stop_940GZZLUHRC,tfl_zone_j6,,
stop_940GZZLUHSC,tfl_zone_j2,,
stop_940GZZLUHSD,tfl_zone_j2,,
stop_940GZZLUHSK,tfl_zone_j1,,
stop_940GZZLUHSN,tfl_zone_j3,,
stop_940GZZLUHTD,tfl_zone_b23,,
stop_940GZZLUHWC,tfl_zone_j4,,
stop_940GZZLUHWE,tfl_zone_j4,,
stop_940GZZLUHWY,tfl_zone_j2,,
stop_940GZZLUICK,tfl_zone_j6,,
stop_940GZZLUKBN,tfl_zone_j2,,
stop_940GZZLUKBY,tfl_zone_j4,,
stop_940GZZLUKEN,tfl_zone_j4,,
stop_940GZZLUKNB,tfl_zone_j1,,
stop_940GZZLUKNG,tfl_zone_b12,,
stop_940GZZLUKOY,tfl_zone_j2,,
stop_940GZZLUKPK,tfl_zone_j2,,
stop_940GZZLUKSH,tfl_zone_j2,,
stop_940GZZLUKSL,tfl_zone_j2,,
stop_940GZZLUKSX,tfl_zone_j1,,
stop_940GZZLUKWG,tfl_zone_b34,,
stop_940GZZLULAD,tfl_zone_j2,,
stop_940GZZLULBN,tfl_zone_j1,,
stop_940GZZLULGN,tfl_zone_j6,,
stop_940GZZLULGT,tfl_zone_j1,,
stop_940GZZLULNB,tfl_zone_j1,,
stop_940GZZLULRD,tfl_zone_j2,,
stop_940GZZLULSQ,tfl_zone_j1,,
stop_940GZZLULVT,tfl_zone_j1,,
stop_940GZZLULYN,tfl_zone_j3,,
stop_940GZZLULYS,tfl_zone_b34,,
stop_940GZZLUMBA,tfl_zone_j1,,
stop_940GZZLUMDN,tfl_zone_j4,,
stop_940GZZLUMED,tfl_zone_j2,,
stop_940GZZLUMGT,tfl_zone_j1,,
stop_940GZZLUMHL,tfl_zone_j4,,
stop_940GZZLUMMT,tfl_zone_j1,,
stop_940GZZLUMPK,tfl_zone_b67,,
stop_940GZZLUMRH,tfl_zone_b23,,
stop_940GZZLUMSH,tfl_zone_j1,,
stop_940GZZLUMTC,tfl_zone_j2,,
stop_940GZZLUMVL,tfl_zone_j2,,
stop_940GZZLUMYB,tfl_zone_j1,,
stop_940GZZLUNAN,tfl_zone_b23,,
stop_940GZZLUNBP,tfl_zone_j4,,
stop_940GZZLUNDN,tfl_zone_j3,,
stop_940GZZLUNEN,tfl_zone_j3,,
stop_940GZZLUNFD,tfl_zone_j3,,
stop_940GZZLUNGW,tfl_zone_b23,,
stop_940GZZLUNHA,tfl_zone_j5,,
stop_940GZZLUNHG,tfl_zone_b12,,
stop_940GZZLUNHT,tfl_zone_j5,,
stop_940GZZLUNKP,tfl_zone_j4,,
stop_940GZZLUNOW,tfl_zone_j6,,
stop_940GZZLUNWH,tfl_zone_j6,,
stop_940GZZLUNWY,tfl_zone_j4,,
stop_940GZZLUOAK,tfl_zone_j5,,
stop_940GZZLUODS,tfl_zone_j1,,
stop_940GZZLUOSY,tfl_zone_j4,,
stop_940GZZLUOVL,tfl_zone_j2,,
stop_940GZZLUOXC,tfl_zone_j1,,
stop_940GZZLUPAC,tfl_zone_j1,,
stop_940GZZLUPAH,tfl_zone_j1,,
stop_940GZZLUPCC,tfl_zone_j1,,
stop_940GZZLUPCO,tfl_zone_j1,,
stop_940GZZLUPKR,tfl_zone_j3,,
stop_940GZZLUPLW,tfl_zone_j3,,
stop_940GZZLUPNR,tfl_zone_j5,,
stop_940GZZLUPRD,tfl_zone_j4,,
stop_940GZZLUPSG,tfl_zone_j2,,
stop_940GZZLUPVL,tfl_zone_j4,,
stop_940GZZLUPYB,tfl_zone_j2,,
stop_940GZZLUQBY,tfl_zone_j4,,
stop_940GZZLUQPS,tfl_zone_j2,,
stop_940GZZLUQWY,tfl_zone_j1,,
stop_940GZZLURBG,tfl_zone_j4,,
stop_940GZZLURGP,tfl_zone_j1,,
stop_940GZZLURKW,tfl_zone_j7,,
stop_940GZZLURMD,tfl_zone_j4,,
stop_940GZZLURSG,tfl_zone_j5,,
stop_940GZZLURSM,tfl_zone_j6,,
stop_940GZZLURSP,tfl_zone_j6,,
stop_940GZZLURSQ,tfl_zone_j1,,
stop_940GZZLURVP,tfl_zone_j2,,
stop_940GZZLURVY,tfl_zone_j4,,
stop_940GZZLURYL,tfl_zone_j5,,
stop_940GZZLURYO,tfl_zone_j2,,
stop_940GZZLUSBC,tfl_zone_j2,,
stop_940GZZLUSEA,tfl_zone_j3,,
stop_940GZZLUSFB,tfl_zone_j2,,
stop_940GZZLUSFS,tfl_zone_j3,,
stop_940GZZLUSGN,tfl_zone_j2,,
stop_940GZZLUSGP,tfl_zone_j3,,
stop_940GZZLUSGT,tfl_zone_j4,,
stop_940GZZLUSHH,tfl_zone_j5,,
stop_940GZZLUSJP,tfl_zone_j1,,
stop_940GZZLUSJW,tfl_zone_j2,,
stop_940GZZLUSKS,tfl_zone_j1,,
stop_940GZZLUSKT,tfl_zone_j4,,
stop_940GZZLUSKW,tfl_zone_j2,,
stop_940GZZLUSNB,tfl_zone_j4,,
stop_940GZZLUSPU,tfl_zone_j1,,
stop_940GZZLUSRP,tfl_zone_j5,,
stop_940GZZLUSSQ,tfl_zone_j1,,
stop_940GZZLUSTD,tfl_zone_b23,,
stop_940GZZLUSTM,tfl_zone_j5,,
stop_940GZZLUSUH,tfl_zone_j4,,
stop_940GZZLUSUT,tfl_zone_j4,,
stop_940GZZLUSVS,tfl_zone_j3,,
stop_940GZZLUSWC,tfl_zone_j2,,
stop_940GZZLUSWF,tfl_zone_j4,,
stop_940GZZLUSWK,tfl_zone_j1,,
stop_940GZZLUSWN,tfl_zone_b34,,
stop_940GZZLUTAW,tfl_zone_j4,,
stop_940GZZLUTBC,tfl_zone_j3,,
stop_940GZZLUTBY,tfl_zone_j3,,
stop_940GZZLUTCR,tfl_zone_j1,,
stop_940GZZLUTFP,tfl_zone_j2,,
stop_940GZZLUTHB,tfl_zone_j6,,
stop_940GZZLUTMH,tfl_zone_j3,,
stop_940GZZLUTMP,tfl_zone_j1,,
stop_940GZZLUTNG,tfl_zone_b23,,
stop_940GZZLUTPN,tfl_zone_j3,,
stop_940GZZLUTWH,tfl_zone_j1,,
stop_940GZZLUUPB,tfl_zone_j6,,
stop_940GZZLUUPK,tfl_zone_j3,,
stop_940GZZLUUPM,tfl_zone_j6,,
stop_940GZZLUUPY,tfl_zone_j4,,
stop_940GZZLUUXB,tfl_zone_j6,,
stop_940GZZLUVIC,tfl_zone_j1,,
stop_940GZZLUVXL,tfl_zone_b12,,
stop_940GZZLUWAF,tfl_zone_j7,,
stop_940GZZLUWBN,tfl_zone_j2,,
stop_940GZZLUWCY,tfl_zone_j2,,
stop_940GZZLUWFN,tfl_zone_j4,,
stop_940GZZLUWHM,tfl_zone_b23,,
stop_940GZZLUWHP,tfl_zone_j2,,
stop_940GZZLUWHW,tfl_zone_j5,,
stop_940GZZLUWIG,tfl_zone_b23,,
stop_940GZZLUWIM,tfl_zone_j3,,
stop_940GZZLUWIP,tfl_zone_j3,,
stop_940GZZLUWJN,tfl_zone_b23,,
stop_940GZZLUWKA,tfl_zone_j2,,
stop_940GZZLUWKN,tfl_zone_j2,,
stop_940GZZLUWLA,tfl_zone_j2,,
stop_940GZZLUWLO,tfl_zone_j1,,
stop_940GZZLUWOF,tfl_zone_j4,,
stop_940GZZLUWOG,tfl_zone_j3,,
stop_940GZZLUWOP,tfl_zone_j4,,
stop_940GZZLUWPL,tfl_zone_j2,,
stop_940GZZLUWRP,tfl_zone_j6,,
stop_940GZZLUWRR,tfl_zone_j1,,
stop_940GZZLUWSD,tfl_zone_j4,,
stop_940GZZLUWSM,tfl_zone_j1,,
stop_940GZZLUWSP,tfl_zone_j2,,
stop_940GZZLUWTA,tfl_zone_j3,,
stop_940GZZLUWWL,tfl_zone_j3,,
stop_940GZZLUWYC,tfl_zone_j4,,
stop_940GZZLUWYP,tfl_zone_j4,,
anycablecar,,,
clipperEast,,EastZone,
clipperCentral,,CentralZone,
clipperWest,,WestZone,
BarkingRiverside,,,for reduced rate cross river fare
WoolwichArsenal,,,for reduced rate cross river fare
Greenland,,,for reduced rate cross river fare
CanaryWharf,,,for reduced rate cross river fare
DoubletreeDocklands,,,for reduced rate cross river fare
